step,train_loss,train_acc,test_loss,test_acc,elapsed_s
0,4.7529520988464355,0.007518797181546688,4.757699489593506,0.01080657821148634,1.2794291973114014
100,0.13859039545059204,1.0,0.5083602070808411,0.9680501222610474,9.050316095352173
200,0.02196393720805645,1.0,0.06293262541294098,1.0,16.583795070648193
300,0.008810427039861679,1.0,0.01881398819386959,1.0,24.146201133728027
400,0.003552821232005954,1.0,0.006374703720211983,1.0,31.684524059295654
500,0.0015271644806489348,1.0,0.0025031890254467726,1.0,40.031790018081665
600,0.0006316746585071087,1.0,0.0009666350088082254,1.0,47.581048011779785
700,0.00026741306646727026,1.0,0.00038919918006286025,1.0,55.17843508720398
800,0.002145469654351473,1.0,0.0031405282206833363,1.0,62.75906991958618
900,0.0021402868442237377,1.0,0.002717359457165003,1.0,70.33927822113037
1000,0.0015828968025743961,1.0,0.0019171697786077857,1.0,77.94195103645325
1100,0.0007853156421333551,1.0,0.0009382429998368025,1.0,85.6289222240448
1200,0.00034582361695356667,1.0,0.00041011639405041933,1.0,93.28035521507263
1300,0.0001494829193688929,1.0,0.0001756019046297297,1.0,102.42831587791443
1400,6.497390859294683e-05,1.0,7.553152681794018e-05,1.0,110.30856800079346
1500,2.8942078643012792e-05,1.0,3.3386688301106915e-05,1.0,117.93055415153503
1600,1.292326851398684e-05,1.0,1.482113111705985e-05,1.0,125.59267711639404
1700,8.044351488933899e-06,1.0,9.250461516785435e-06,1.0,133.21186709403992
1800,0.0006379102123901248,1.0,0.0008684216300025582,1.0,141.24589204788208
1900,0.0008801145595498383,1.0,0.0010560108348727226,1.0,150.9541711807251
2000,0.004417105577886105,1.0,0.00773887662217021,1.0,160.48981928825378
2100,0.006741756107658148,1.0,0.008295652456581593,1.0,168.1785442829132
2200,0.005315900314599276,1.0,0.006282133515924215,1.0,175.7775330543518
2300,0.0025561912916600704,1.0,0.003007405437529087,1.0,183.3734130859375
2400,0.001126122777350247,1.0,0.0013219004031270742,1.0,191.10390090942383
2500,0.0004932463052682579,1.0,0.0005786977708339691,1.0,198.73321294784546
2600,0.00021607901726383716,1.0,0.0002535640960559249,1.0,206.86804604530334
2700,9.393523941980675e-05,1.0,0.00011024986451957375,1.0,214.43532490730286
2800,4.1698986024130136e-05,1.0,4.867837924393825e-05,1.0,222.276358127594
2900,1.8744545741355978e-05,1.0,2.189322913181968e-05,1.0,229.80416893959045
3000,8.749586413614452e-06,1.0,1.0277302862959914e-05,1.0,237.42704010009766
3100,4.315481419325806e-06,1.0,5.0862713578681e-06,1.0,244.96177101135254
3200,0.009210027754306793,1.0,0.01601722091436386,0.9993735551834106,252.56836104393005
3300,0.0006396932294592261,1.0,0.0009376214584335685,1.0,260.4868791103363
3400,0.0008049648604355752,1.0,0.0010013607097789645,1.0,268.0448250770569
3500,0.000598158803768456,1.0,0.0006891164812259376,1.0,275.66363406181335
3600,0.0003213588788639754,1.0,0.00036934431409463286,1.0,283.3757629394531
3700,0.00014664747868664563,1.0,0.0001694373058853671,1.0,290.9687411785126
3800,6.52663002256304e-05,1.0,7.570059824502096e-05,1.0,298.5213840007782
3900,2.9065628041280434e-05,1.0,3.3794156479416415e-05,1.0,306.1004149913788
4000,1.3139176189724822e-05,1.0,1.5304458429454826e-05,1.0,313.6372559070587
4100,6.2067597355053294e-06,1.0,7.233852556964848e-06,1.0,321.1695649623871
4200,3.1010795282782055e-06,1.0,3.6080477912037168e-06,1.0,328.7300720214844
4300,0.02595997415482998,0.9978070259094238,0.03535233810544014,0.996711015701294,336.3499069213867
4400,0.00015971847460605204,1.0,0.00021125827333889902,1.0,343.99014806747437
4500,0.000253692822298035,1.0,0.00030413726926781237,1.0,351.5501661300659
